date,ADANIENT,TATAELXSI,BRITANNIA
2022-03-29 15:35:00+05:30,,,-1290.0
2022-03-30 15:35:00+05:30,6610.0,,
2022-03-31 15:35:00+05:30,6610.0,,83.0
2022-04-01 15:35:00+05:30,6609.0,,83.0
2022-04-04 15:35:00+05:30,6609.0,,85.0
2022-04-05 15:35:00+05:30,6606.0,,85.0
2022-04-06 15:35:00+05:30,6604.0,,
2022-04-07 15:35:00+05:30,6607.0,,
2022-04-08 15:35:00+05:30,6604.0,,84.0
2022-04-11 15:35:00+05:30,6603.0,,
2022-04-12 15:35:00+05:30,6557.0,-1697.0,
2022-04-13 15:35:00+05:30,6569.0,,87.0
2022-04-18 15:35:00+05:30,,-1835.0,
2022-04-19 15:35:00+05:30,,-1874.0,
2022-04-20 15:35:00+05:30,5909.0,-379.0,1499.0
2022-04-21 15:35:00+05:30,5909.0,-379.0,1499.0
2022-04-22 15:35:00+05:30,5909.0,-379.0,1499.0
2022-04-25 15:35:00+05:30,6585.0,,
2022-04-26 15:35:00+05:30,6578.0,,
2022-04-27 15:35:00+05:30,,-1845.0,
2022-04-28 15:35:00+05:30,6155.0,-1859.0,
2022-04-29 15:35:00+05:30,,-1845.0,
2022-05-02 15:35:00+05:30,,-1945.0,-1735.0
2022-05-04 15:35:00+05:30,-6488.0,,4333.0
2022-05-05 15:35:00+05:30,,,
2022-05-06 15:35:00+05:30,,-1864.0,
2022-05-09 15:35:00+05:30,-6758.0,-2034.0,
2022-05-10 15:35:00+05:30,-7423.0,-2275.0,
2022-05-11 15:35:00+05:30,-3456.0,-2406.0,
2022-05-12 15:35:00+05:30,-8016.0,-2329.0,-2966.0
2022-05-13 15:35:00+05:30,,1811.0,-497.0
2022-05-16 15:35:00+05:30,,1820.0,
2022-05-17 15:35:00+05:30,77.0,1820.0,41.0
2022-05-18 15:35:00+05:30,77.0,1819.0,41.0
2022-05-19 15:35:00+05:30,,,
2022-05-20 15:35:00+05:30,,948.0,2092.0
2022-05-23 15:35:00+05:30,,948.0,2092.0
2022-05-24 15:35:00+05:30,,948.0,2096.0
2022-05-25 15:35:00+05:30,-7050.0,,4230.0
2022-05-26 15:35:00+05:30,-7960.0,,4429.0
2022-05-27 15:35:00+05:30,-7176.0,1785.0,3288.0
2022-05-30 15:35:00+05:30,,,963.0
2022-05-31 15:35:00+05:30,,803.0,2174.0
2022-06-01 15:35:00+05:30,1385.0,,
2022-06-02 15:35:00+05:30,6593.0,,-3208.0
2022-06-03 15:35:00+05:30,1164.0,,-4102.0
2022-06-06 15:35:00+05:30,6525.0,,-4208.0
2022-06-07 15:35:00+05:30,,,-4543.0
2022-06-08 15:35:00+05:30,,,-4554.0
2022-06-09 15:35:00+05:30,,,-4575.0
2022-06-10 15:35:00+05:30,-7006.0,-1778.0,-4577.0
2022-06-13 15:35:00+05:30,-7651.0,,-4752.0
2022-06-14 15:35:00+05:30,,,-4488.0
2022-06-15 15:35:00+05:30,,,-4447.0
2022-06-16 15:35:00+05:30,,-1916.0,
2022-06-17 15:35:00+05:30,,-1998.0,-4596.0
2022-06-20 15:35:00+05:30,-7691.0,-2146.0,-355.0
2022-06-21 15:35:00+05:30,,,1725.0
2022-06-22 15:35:00+05:30,,,3558.0
2022-06-23 15:35:00+05:30,,,
2022-06-24 15:35:00+05:30,,,3206.0
2022-06-27 15:35:00+05:30,,34.0,4270.0
2022-06-28 15:35:00+05:30,,803.0,1505.0
2022-06-29 15:35:00+05:30,,1817.0,
2022-06-30 15:35:00+05:30,,1817.0,
2022-07-01 15:35:00+05:30,,1818.0,84.0
2022-07-04 15:35:00+05:30,361.0,866.0,171.0
2022-07-05 15:35:00+05:30,3855.0,,
2022-07-06 15:35:00+05:30,6497.0,,77.0
2022-07-07 15:35:00+05:30,6499.0,,77.0
2022-07-08 15:35:00+05:30,6497.0,,77.0
2022-07-11 15:35:00+05:30,6478.0,-1042.0,1448.0
2022-07-12 15:35:00+05:30,6467.0,,
2022-07-13 15:35:00+05:30,6506.0,-1966.0,
2022-07-14 15:35:00+05:30,6579.0,-2009.0,
2022-07-15 15:35:00+05:30,,886.0,917.0
2022-07-18 15:35:00+05:30,1544.0,1442.0,
2022-07-19 15:35:00+05:30,1561.0,1442.0,
2022-07-20 15:35:00+05:30,1564.0,1442.0,
2022-07-21 15:35:00+05:30,1564.0,1442.0,
2022-07-22 15:35:00+05:30,1564.0,1442.0,
2022-07-25 15:35:00+05:30,1564.0,1442.0,
2022-07-26 15:35:00+05:30,1564.0,224.0,
2022-07-27 15:35:00+05:30,6146.0,38.0,
2022-07-28 15:35:00+05:30,6146.0,38.0,
2022-07-29 15:35:00+05:30,6146.0,38.0,
2022-08-01 15:35:00+05:30,6146.0,38.0,
2022-08-02 15:35:00+05:30,6143.0,,-1267.0
2022-08-03 15:35:00+05:30,6161.0,1885.0,-4418.0
2022-08-04 15:35:00+05:30,6182.0,1894.0,-4457.0
2022-08-05 15:35:00+05:30,,1917.0,-4812.0
2022-08-08 15:35:00+05:30,6759.0,1948.0,-5097.0
2022-08-10 15:35:00+05:30,6711.0,1995.0,-5184.0
2022-08-11 15:35:00+05:30,6735.0,1999.0,-5215.0
2022-08-12 15:35:00+05:30,7065.0,2018.0,-5419.0
2022-08-16 15:35:00+05:30,7065.0,2018.0,-5419.0
2022-08-17 15:35:00+05:30,7065.0,2018.0,-5416.0
2022-08-18 15:35:00+05:30,7065.0,2018.0,-5416.0
2022-08-19 15:35:00+05:30,7199.0,,-2955.0
2022-08-22 15:35:00+05:30,7141.0,-2256.0,1262.0
2022-08-23 15:35:00+05:30,,-2244.0,5038.0
2022-08-24 15:35:00+05:30,,,3010.0
2022-08-25 15:35:00+05:30,-6734.0,,
2022-08-26 15:35:00+05:30,,-2192.0,
2022-08-29 15:35:00+05:30,,-2452.0,3103.0
2022-08-30 15:35:00+05:30,6681.0,-2335.0,5737.0
2022-09-01 15:35:00+05:30,6765.0,-2436.0,3004.0
2022-09-02 15:35:00+05:30,6887.0,-2650.0,
2022-09-05 15:35:00+05:30,6786.0,-523.0,
2022-09-06 15:35:00+05:30,6770.0,,-5439.0
2022-09-07 15:35:00+05:30,6664.0,,-3662.0
2022-09-08 15:35:00+05:30,6669.0,,
2022-09-09 15:35:00+05:30,6670.0,,
2022-09-12 15:35:00+05:30,6669.0,52.0,1.0
2022-09-13 15:35:00+05:30,6669.0,52.0,2.0
2022-09-14 15:35:00+05:30,6665.0,,120.0
2022-09-15 15:35:00+05:30,6658.0,,
2022-09-16 15:35:00+05:30,6662.0,,-4475.0
2022-09-19 15:35:00+05:30,6722.0,,-7096.0
2022-09-20 15:35:00+05:30,6638.0,946.0,-2164.0
2022-09-21 15:35:00+05:30,,,3333.0
2022-09-22 15:35:00+05:30,,,6284.0
2022-09-23 15:35:00+05:30,,,6284.0
2022-09-26 15:35:00+05:30,,-2494.0,6288.0
2022-09-27 15:35:00+05:30,,-2893.0,6355.0
2022-09-28 15:35:00+05:30,,-1679.0,6321.0
2022-09-29 15:35:00+05:30,,,6304.0
2022-09-30 15:35:00+05:30,,,6304.0
2022-10-03 15:35:00+05:30,-7427.0,-1298.0,2794.0
2022-10-04 15:35:00+05:30,,-1770.0,
2022-10-06 15:35:00+05:30,,,
2022-10-07 15:35:00+05:30,,,
2022-10-10 15:35:00+05:30,,,
2022-10-11 15:35:00+05:30,,,-1766.0
2022-10-12 15:35:00+05:30,,-1038.0,-6132.0
2022-10-13 15:35:00+05:30,-7111.0,-2544.0,-4924.0
2022-10-14 15:35:00+05:30,,-175.0,-2070.0
2022-10-17 15:35:00+05:30,,-2895.0,-200.0
2022-10-18 15:35:00+05:30,7324.0,-3327.0,-3995.0
2022-10-19 15:35:00+05:30,7277.0,-3278.0,-5314.0
2022-10-20 15:35:00+05:30,7296.0,-3344.0,-712.0
2022-10-21 15:35:00+05:30,,-3306.0,
2022-10-25 15:35:00+05:30,,-3375.0,-2409.0
2022-10-27 15:35:00+05:30,,-3544.0,-4597.0
2022-10-28 15:35:00+05:30,7498.0,-3608.0,-310.0
2022-10-31 15:35:00+05:30,7356.0,-838.0,
2022-11-01 15:35:00+05:30,7335.0,,
2022-11-02 15:35:00+05:30,7334.0,,
2022-11-03 15:35:00+05:30,7333.0,,
2022-11-04 15:35:00+05:30,7326.0,-1637.0,
2022-11-07 15:35:00+05:30,7281.0,-3699.0,6360.0
2022-11-09 15:35:00+05:30,7268.0,-3683.0,6360.0
2022-11-10 15:35:00+05:30,7268.0,-3683.0,6360.0
2022-11-11 15:35:00+05:30,7173.0,-3637.0,6374.0
2022-11-14 15:35:00+05:30,7173.0,-3637.0,6374.0
2022-11-15 15:35:00+05:30,7173.0,-3637.0,6374.0
2022-11-16 15:35:00+05:30,,-2896.0,5053.0
2022-11-17 15:35:00+05:30,,-432.0,301.0
2022-11-18 15:35:00+05:30,,-4123.0,-1832.0
2022-11-21 15:35:00+05:30,-7189.0,-4182.0,-6320.0
2022-11-22 15:35:00+05:30,,-4107.0,-17.0
2022-11-23 15:35:00+05:30,-7270.0,-874.0,
2022-11-24 15:35:00+05:30,-7609.0,-4458.0,2522.0
2022-11-25 15:35:00+05:30,-7463.0,-1942.0,6389.0
2022-11-28 15:35:00+05:30,-7321.0,,2130.0
2022-11-29 15:35:00+05:30,-321.0,,4353.0
2022-11-30 15:35:00+05:30,,84.0,6713.0
2022-12-01 15:35:00+05:30,,84.0,6714.0
2022-12-02 15:35:00+05:30,,84.0,6711.0
2022-12-05 15:35:00+05:30,-7476.0,,4145.0
2022-12-06 15:35:00+05:30,,,2810.0
2022-12-07 15:35:00+05:30,,-709.0,4950.0
2022-12-08 15:35:00+05:30,5314.0,-2312.0,
2022-12-09 15:35:00+05:30,,-1579.0,5.0
2022-12-12 15:35:00+05:30,,-3697.0,3243.0
2022-12-13 15:35:00+05:30,6975.0,-4240.0,93.0
2022-12-14 15:35:00+05:30,6949.0,-2413.0,2402.0
2022-12-15 15:35:00+05:30,7019.0,-323.0,607.0
2022-12-16 15:35:00+05:30,,-4126.0,5343.0
2022-12-19 15:35:00+05:30,,-4546.0,1188.0
2022-12-20 15:35:00+05:30,,-4598.0,5304.0
2022-12-21 15:35:00+05:30,-7500.0,-4748.0,-750.0
2022-12-22 15:35:00+05:30,-7906.0,-5085.0,-5586.0
2022-12-23 15:35:00+05:30,-9347.0,-5861.0,-7905.0
2022-12-26 15:35:00+05:30,-354.0,,-5166.0
2022-12-27 15:35:00+05:30,,,-2411.0
2022-12-28 15:35:00+05:30,,,
2022-12-29 15:35:00+05:30,,,-2127.0
2022-12-30 15:35:00+05:30,,,-4477.0
